,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Bank
150,1590275398860181504,1590238935955181568,1667986175000.0,2022-11-09 10:29:35,+0100,,eco bank thanks,en,[],[],1578023011889729539,1578023011889729539,JoyOlayi,Olayi Joy,3,10,https://twitter.com/JoyOlayi/status/1590275398860181504,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
151,1590275375615332353,1590238935955181568,1667986170000.0,2022-11-09 10:29:30,+0100,,sir that mine   eco bank  ozounwe vincent chukwunalu,en,[],[],1510954175353573377,1510954175353573377,VINCENT16100628,VINCENT BLAZE,3,10,https://twitter.com/VINCENT16100628/status/1590275375615332353,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
152,1590274911032946688,1590274911032946688,1667986059000.0,2022-11-09 10:27:39,+0100,,are you a fan of dan brown what your favourite title from him  you can get any of these today for n each  you can order via    address  market road holy ghost enugu beside ecobank  benue abike dabiri qudus arise tv tiwa peter obi the us,en,[],[],941605197184413696,941605197184413696,dainzbooksng,Enugu Bookseller,3,10,https://twitter.com/dainzbooksng/status/1590274911032946688,['http://wa.me/2348135775301'],['https://pbs.twimg.com/media/FhHKmPZWYAAZXJ5.jpg'],1,https://pbs.twimg.com/media/FhHKmPZWYAAZXJ5.jpg,False,0,0,0,,eco bank,,,,,,,[],,,,,Eco Bank
155,1590272909377179649,1590271068883005441,1667985582000.0,2022-11-09 10:19:42,+0100,,eco bank,en,[],[],1588987068285419525,1588987068285419525,henryaduba1,Henry Aduba,3,10,https://twitter.com/henryaduba1/status/1590272909377179649,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
157,1590270457575804929,1590268880739786753,1667984997000.0,2022-11-09 10:09:57,+0100,,eco bank,en,[],[],1589715095172661248,1589715095172661248,ThankgodSt,ThankGod St Pius,3,10,https://twitter.com/ThankgodSt/status/1590270457575804929,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'debornair99', 'name': 'Dee👨🏾\u200d💻', 'id': '3362807435'}]",,,,,Eco Bank
158,1590269962966380545,1590268880739786753,1667984879000.0,2022-11-09 10:07:59,+0100,,ecobank olamide,en,[],[],3227546877,3227546877,awonowoolamide,Ola David,3,10,https://twitter.com/awonowoolamide/status/1590269962966380545,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'debornair99', 'name': 'Dee👨🏾\u200d💻', 'id': '3362807435'}]",,,,,Eco Bank
159,1590269919568232448,1590238935955181568,1667984869000.0,2022-11-09 10:07:49,+0100,,stephen patrick  eco bank,en,[],[],1589150870872248322,1589150870872248322,Patrick45173897,Patrick stephen,3,10,https://twitter.com/Patrick45173897/status/1590269919568232448,[],[],0,,False,1,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
160,1590269873594437632,1590071213086281728,1667984858000.0,2022-11-09 10:07:38,+0100,,yes we dothey call themselves the lions sponsored by ecobank and they are doing a phenomenal jobyou can check them out that them,en,[],[],1144628905,1144628905,ayotunde200,Faleye Ayotunde,3,10,https://twitter.com/ayotunde200/status/1590269873594437632,[],[],0,,False,1,1,0,,eco bank,,,,,,,"[{'screen_name': 'BBLLAAKKIIEE', 'name': 'B.L.A.K.I.E', 'id': '1386940995179266051'}, {'screen_name': 'TundeTASH', 'name': '‘Tunde Omotoye', 'id': '194939760'}]",,,,,Eco Bank
161,1590269556840607745,1590238935955181568,1667984782000.0,2022-11-09 10:06:22,+0100,,eco bank,en,[],[],1589150870872248322,1589150870872248322,Patrick45173897,Patrick stephen,3,10,https://twitter.com/Patrick45173897/status/1590269556840607745,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
162,1590269484333674497,1589925984307773440,1667984765000.0,2022-11-09 10:06:05,+0100,,boss we dey here  eco bank,en,[],[],825812341518376960,825812341518376960,ChelseaPromise,Promise Chelsea,3,10,https://twitter.com/ChelseaPromise/status/1590269484333674497,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'RealChiefPriest', 'name': 'Cubana Chief Priest', 'id': '1552298898303160320'}]",,,,,Eco Bank
163,1590269379815804931,1590257273091153920,1667984740000.0,2022-11-09 10:05:40,+0100,,have not been credited this is the th or th time sending  ecobank,en,[],[],1577027396921851920,1577027396921851920,Bitchin_Blairr1,Bitchin_Blair,3,10,https://twitter.com/Bitchin_Blairr1/status/1590269379815804931,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
165,1590269040865734657,1590077657445986305,1667984659000.0,2022-11-09 10:04:19,+0100,,eco bank,en,[],[],1577407133154480149,1577407133154480149,LillyMo90781347,Lilly Morgan,3,10,https://twitter.com/LillyMo90781347/status/1590269040865734657,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Eco Bank
167,1590268730885668870,1590268730885668870,1667984585000.0,2022-11-09 10:03:05,+0100,,good morning please what delaying my money to be credit or reverted back to my account and nothing has been done to it till now you said it will be reverted with  working days and today is the th working day you customer relation is not satisfying since,en,[],[],367811177,367811177,Iamlevite,Akin® LRHomes,3,10,https://twitter.com/Iamlevite/status/1590268730885668870,[],[],0,,False,0,0,0,,eco bank,,,,,,,[],,,,,Eco Bank
169,1590268081410306049,1589584517878403077,1667984431000.0,2022-11-09 10:00:31,+0100,,hello  thank you for reaching out to us we sincerely regret all inconveniences this might have caused kindly share with us via dm your account details transaction date and amount to enable us to investigate and provide feedback thank you,en,[],[],4416548975,4416548975,ecobank_nigeria,Ecobank Nigeria,3,10,https://twitter.com/ecobank_nigeria/status/1590268081410306049,['https://twitter.com/messages/compose?recipient_id=4416548975'],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'PJ34426489', 'name': 'PJ', 'id': '1128767322775261184'}]",,,,,Eco Bank
170,1590267249666899968,1590238935955181568,1667984232000.0,2022-11-09 09:57:12,+0100,,ecobank  favour ojoh thanks,en,[],[],1320247814857871360,1320247814857871360,FavourOjoh,Apostle Favour Ojoh,3,09,https://twitter.com/FavourOjoh/status/1590267249666899968,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
173,1590265590987595778,1590265590987595778,1667983837000.0,2022-11-09 09:50:37,+0100,,frenchman blocks kenyans from unfrozen shbn at ecobank  business daily,en,[],[],3579002535,3579002535,JosephMuongi,Joseph Muongi,3,09,https://twitter.com/JosephMuongi/status/1590265590987595778,['https://www.financial.co.ke/2022/11/09/frenchman-blocks-kenyans-from-unfrozen-sh2-3bn-at-ecobank-business-daily/'],[],0,,False,0,0,0,,eco bank,,,,,,,[],,,,,Eco Bank
175,1590265320765374465,1589647596511178752,1667983772000.0,2022-11-09 09:49:32,+0100,,please check your dm for a response thank you,en,[],[],4416548975,4416548975,ecobank_nigeria,Ecobank Nigeria,3,09,https://twitter.com/ecobank_nigeria/status/1590265320765374465,['https://twitter.com/messages/compose?recipient_id=4416548975'],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Matrix_Codes', 'name': 'Name cannot be blank', 'id': '1544079364207394817'}]",,,,,Eco Bank
179,1590262655859970050,1590248929953984512,1667983137000.0,2022-11-09 09:38:57,+0100,,eco bank dauda musa thanks boss,en,[],[],1687971888,1687971888,Prime4jesus,Ice Cloud,3,09,https://twitter.com/Prime4jesus/status/1590262655859970050,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
183,1590261103103447041,1590257375327686658,1667982767000.0,2022-11-09 09:32:47,+0100,,eco bank  habibu fatima thank you boss man,en,[],[],1587403215355748353,1587403215355748353,Pinkyflames12,Pha Tee Mah,3,09,https://twitter.com/Pinkyflames12/status/1590261103103447041,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
186,1590260839709560832,1590260679105470464,1667982704000.0,2022-11-09 09:31:44,+0100,,please notice me too  eco bank aluko abosede r,en,[],[],1351500281637445632,1351500281637445632,OladejiBolade4,Aluko Abosede,3,09,https://twitter.com/OladejiBolade4/status/1590260839709560832,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
187,1590260705231802368,1590238935955181568,1667982672000.0,2022-11-09 09:31:12,+0100,,account name is dawodu michael olusegun account number ecobank thank you sir,en,[],[],1565002008024711176,1565002008024711176,MichaelDawodu8,Michael Dawodu,3,09,https://twitter.com/MichaelDawodu8/status/1590260705231802368,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
190,1590260349424783360,1590238935955181568,1667982587000.0,2022-11-09 09:29:47,+0100,,eco bank  habibu fatima  thank you,en,[],[],1587403215355748353,1587403215355748353,Pinkyflames12,Pha Tee Mah,3,09,https://twitter.com/Pinkyflames12/status/1590260349424783360,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
191,1590260333708742656,1590259501651103744,1667982583000.0,2022-11-09 09:29:43,+0100,,baba i beg i don dey drop my details here for long bro i beg reason me  adesina ayomide m eco bank thank you,en,[],[],738142406,738142406,ay4liverpool,Adesina ayomide,3,09,https://twitter.com/ay4liverpool/status/1590260333708742656,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
192,1590259979638169600,1590259501651103744,1667982499000.0,2022-11-09 09:28:19,+0100,,infact i get hope one day you will listen to my crying   eco bank am over  month here,en,[],[],1547350631500943365,1547350631500943365,adebayo14098199,adebayo julius,3,09,https://twitter.com/adebayo14098199/status/1590259979638169600,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
193,1590259718685351937,1590259501651103744,1667982437000.0,2022-11-09 09:27:17,+0100,,boss i have commenting and dropping accounts for monthspls  ecobank,en,[],[],1017047384625483776,1017047384625483776,sundayppavictor,Sunday Victor,3,09,https://twitter.com/sundayppavictor/status/1590259718685351937,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
197,1590259166584909825,1587333187742699520,1667982305000.0,2022-11-09 09:25:05,+0100,,animasahun olamide m ecobank i need your help towards my accomodation because i know that youre blessed beyond curse thanks in anticipation sa,en,[],[],1584571239837929474,1584571239837929474,iamnattyfitts,iamnattyfitts,3,09,https://twitter.com/iamnattyfitts/status/1590259166584909825,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
199,1590259083893882880,1590257273091153920,1667982285000.0,2022-11-09 09:24:45,+0100,,eco bank victor david  i have never been credited,en,[],[],1529535171472637953,1529535171472637953,Victor_Btk,I'm victor,3,09,https://twitter.com/Victor_Btk/status/1590259083893882880,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
200,1590259040416067586,1590259040416067586,1667982275000.0,2022-11-09 09:24:35,+0100,,today we are at   wandegeya speaking to the young people about financial literacy as part of our  activities,en,"['ecobankday', 'goformore', 'pushmore', 'learnmore']",[],4912542346,4912542346,EcobankUganda,Ecobank Uganda,3,09,https://twitter.com/EcobankUganda/status/1590259040416067586,[],"['https://pbs.twimg.com/media/FhG8BqWWYAAszXc.jpg', 'https://pbs.twimg.com/media/FhG8Bq-aEAEFsIg.jpg', 'https://pbs.twimg.com/media/FhG8BqWWAAEdkeY.jpg', 'https://pbs.twimg.com/media/FhG8BqVXwAAq7qH.jpg']",1,https://pbs.twimg.com/media/FhG8BqWWYAAszXc.jpg,False,3,0,4,,eco bank,,,,,,,[],,,,,Eco Bank
202,1590258907615633408,1590256028561510400,1667982243000.0,2022-11-09 09:24:03,+0100,,boss still remember today   augusta chisom odu eco bank,en,[],[],1579767894665318400,1579767894665318400,OduAugusta,Augusta Odu,3,09,https://twitter.com/OduAugusta/status/1590258907615633408,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
203,1590258662974820352,1590257273091153920,1667982185000.0,2022-11-09 09:23:05,+0100,,have been dropping my details here for long bro i beg reason me  adesina ayomide m eco bank thank you,en,[],[],738142406,738142406,ay4liverpool,Adesina ayomide,3,09,https://twitter.com/ay4liverpool/status/1590258662974820352,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
204,1590258496540266496,1590258445546319872,1667982145000.0,2022-11-09 09:22:25,+0100,,basically if you use your  ecobank debit  card to make bookings you could get up to  off bookings in europe amp up to  off bookings in the middle east  how about that for an offer,en,"['travelmore', 'ugandawego', 'goformore']",[],41091381,41091381,beewol,Beewol Akandwanaho,3,09,https://twitter.com/beewol/status/1590258496540266496,[],['https://pbs.twimg.com/media/FhG7qXFVEAAMJCv.jpg'],1,https://pbs.twimg.com/media/FhG7qXFVEAAMJCv.jpg,False,6,1,4,,eco bank,,,,,,,[],,,,,Eco Bank
206,1590257977478746114,1590257375327686658,1667982022000.0,2022-11-09 09:20:22,+0100,,johnson olamilekan eco bank boss please let the good lord mercy speak for me through you please,en,[],[],1497865078510526465,1497865078510526465,LauraCorinne1,king olumide,3,09,https://twitter.com/LauraCorinne1/status/1590257977478746114,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
207,1590257970163904513,1590257970163904513,1667982020000.0,2022-11-09 09:20:20,+0100,,frenchman blocks kenyans from unfrozen shbn at ecobank   via,en,[],[],140032483,140032483,Paulwaf,Paul Wafula,3,09,https://twitter.com/Paulwaf/status/1590257970163904513,['https://www.businessdailyafrica.com/bd/economy/frenchman-blocks-kenyans-from-sh2-3bn-at-ecobank-4013342'],[],0,,False,0,0,0,,eco bank,,,,,,,[],,,,,Eco Bank
211,1590257478218158081,1590257273091153920,1667981903000.0,2022-11-09 09:18:23,+0100,,ecobank  sunday victor  i have been here everyday for months now yet not been credited,en,[],[],1017047384625483776,1017047384625483776,sundayppavictor,Sunday Victor,3,09,https://twitter.com/sundayppavictor/status/1590257478218158081,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
217,1590256330006491137,1590248929953984512,1667981629000.0,2022-11-09 09:13:49,+0100,,oyigbo chinweokwu lilian  ecobank i pray today we be turn,en,[],[],1586692714476748800,1586692714476748800,chinweok1,Oyigbo Chinweokwu,3,09,https://twitter.com/chinweok1/status/1590256330006491137,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
222,1590255845035868161,1590255845035868161,1667981513000.0,2022-11-09 09:11:53,+0100,,frenchman blocks kenyans from unfrozen shbn at ecobank,en,[],[],1557274634772684800,1557274634772684800,LundOrg,Lund News,3,09,https://twitter.com/LundOrg/status/1590255845035868161,['https://lund.news/frenchman-blocks-kenyans-from-unfrozen-sh2-3bn-at-ecobank/'],[],0,,False,0,0,0,,eco bank,,,,,,,[],,,,,Eco Bank
223,1590255797724119040,1590252755628630019,1667981502000.0,2022-11-09 09:11:42,+0100,,please listen to my crying  over month have been active  eco bank,en,[],[],1547350631500943365,1547350631500943365,adebayo14098199,adebayo julius,3,09,https://twitter.com/adebayo14098199/status/1590255797724119040,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
224,1590255600658960389,1589640995842711552,1667981455000.0,2022-11-09 09:10:55,+0100,,please check your dm for a response thank you,en,[],[],4416548975,4416548975,ecobank_nigeria,Ecobank Nigeria,3,09,https://twitter.com/ecobank_nigeria/status/1590255600658960389,['https://twitter.com/messages/compose?recipient_id=4416548975'],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'B_r_i_g_h_t_d', 'name': 'Oluwatosin', 'id': '1471408101047869444'}]",,,,,Eco Bank
226,1590255187352256513,1590054858123776002,1667981356000.0,2022-11-09 09:09:16,+0100,,ei so it not only me oo  ecobank edc na fraud oo   agradaa promax,en,[],[],1100767681085624323,1100767681085624323,cobby_76,kwabena wusu,3,09,https://twitter.com/cobby_76/status/1590255187352256513,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'KobbyKyei_', 'name': '#MrCaveMan #GenerationalThinker', 'id': '902246911'}]",,,,,Eco Bank
227,1590254425037471750,1590241630246047744,1667981175000.0,2022-11-09 09:06:15,+0100,,just k will be enough for meecobank,en,[],[],1402745661595004934,1402745661595004934,Oluwake65665726,Oluwakemi,3,09,https://twitter.com/Oluwake65665726/status/1590254425037471750,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'philip_george70', 'name': 'George Isah Philip 🥂', 'id': '2839661693'}]",,,,,Eco Bank
228,1590254400102354944,1589945228571840512,1667981169000.0,2022-11-09 09:06:09,+0100,,ogbeche peter okori ecobank god bless you,en,[],[],1485139770,1485139770,Ogechepeter,Ogeche peter ,3,09,https://twitter.com/Ogechepeter/status/1590254400102354944,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,Eco Bank
229,1590254280560316417,1589636871306752001,1667981140000.0,2022-11-09 09:05:40,+0100,,hello  thank you for reaching out to us please engage us via dm for assistance to enable us to assist thank you,en,[],[],4416548975,4416548975,ecobank_nigeria,Ecobank Nigeria,3,09,https://twitter.com/ecobank_nigeria/status/1590254280560316417,['https://twitter.com/messages/compose?recipient_id=4416548975'],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'AnyetiDas', 'name': 'Daz Lingus', 'id': '772495395167539200'}]",,,,,Eco Bank
231,1590253863545712640,1590252054232313856,1667981041000.0,2022-11-09 09:04:01,+0100,,done  following   eco bank peter chidi  thanks alot,en,[],[],1328976672801034247,1328976672801034247,chidpiero1,Noob Saibot🔥💪,3,09,https://twitter.com/chidpiero1/status/1590253863545712640,[],['https://pbs.twimg.com/media/FhG3dPPWYAA6fXo.jpg'],1,https://pbs.twimg.com/media/FhG3dPPWYAA6fXo.jpg,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'TheManFocus', 'name': 'FOCUS', 'id': '1534222947484844032'}, {'screen_name': '9jaDataPlug', 'name': '9ja Data Plug🔌 🇳🇬', 'id': '1377710658943381505'}]",,,,,Eco Bank
234,1590253611300245513,1589629621036732416,1667980981000.0,2022-11-09 09:03:01,+0100,,please check your dm for a response thank you,en,[],[],4416548975,4416548975,ecobank_nigeria,Ecobank Nigeria,3,09,https://twitter.com/ecobank_nigeria/status/1590253611300245513,['https://twitter.com/messages/compose?recipient_id=4416548975'],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Oruz232506491', 'name': 'Oruz', 'id': '1589626991703113732'}]",,,,,Eco Bank
235,1590253502538067968,1590252054232313856,1667980955000.0,2022-11-09 09:02:35,+0100,,olasumbo fatimoh oladipo eco bank   i said it yesterday that i will disturb you for the k,en,[],[],1083016982033772544,1083016982033772544,oladipolasumbo1,@Oladipolasumbo1,3,09,https://twitter.com/oladipolasumbo1/status/1590253502538067968,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'TheManFocus', 'name': 'FOCUS', 'id': '1534222947484844032'}, {'screen_name': '9jaDataPlug', 'name': '9ja Data Plug🔌 🇳🇬', 'id': '1377710658943381505'}]",,,,,Eco Bank
236,1590252917046448128,1589686641870123009,1667980815000.0,2022-11-09 09:00:15,+0100,,eco bank,en,[],[],1578425881034477571,1578425881034477571,DanielItoro3,Daniel Itoro,3,09,https://twitter.com/DanielItoro3/status/1590252917046448128,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'DAMIADENUGA', 'name': 'Dami’ Adenuga', 'id': '156563457'}]",,,,,Eco Bank
237,1590252713400750082,1589868946366558209,1667980766000.0,2022-11-09 08:59:26,+0100,,akintunde idowu ecobankthanks,en,[],[],310383651,310383651,akintundeidowu,Akintunde idowu olalekan,3,08,https://twitter.com/akintundeidowu/status/1590252713400750082,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
238,1590252383560667136,1590252054232313856,1667980688000.0,2022-11-09 08:58:08,+0100,,ecobank olamide,en,[],[],3227546877,3227546877,awonowoolamide,Ola David,3,08,https://twitter.com/awonowoolamide/status/1590252383560667136,[],['https://pbs.twimg.com/media/FhG2G6yXwAEDhSr.jpg'],1,https://pbs.twimg.com/media/FhG2G6yXwAEDhSr.jpg,False,3,0,0,,eco bank,,,,,,,"[{'screen_name': 'TheManFocus', 'name': 'FOCUS', 'id': '1534222947484844032'}, {'screen_name': '9jaDataPlug', 'name': '9ja Data Plug🔌 🇳🇬', 'id': '1377710658943381505'}]",,,,,Eco Bank
240,1590252175791624193,1590252054232313856,1667980638000.0,2022-11-09 08:57:18,+0100,,ecobank olamide,en,[],[],3227546877,3227546877,awonowoolamide,Ola David,3,08,https://twitter.com/awonowoolamide/status/1590252175791624193,[],[],0,,False,2,0,0,,eco bank,,,,,,,"[{'screen_name': 'TheManFocus', 'name': 'FOCUS', 'id': '1534222947484844032'}, {'screen_name': '9jaDataPlug', 'name': '9ja Data Plug🔌 🇳🇬', 'id': '1377710658943381505'}]",,,,,Eco Bank
245,1590251663579021312,1590251351916703744,1667980516000.0,2022-11-09 08:55:16,+0100,,please show me love ecobank  nwachukwu obiora,en,[],[],1586053276302196736,1586053276302196736,obioraNwachuk14,obiora Nwachukwu,3,08,https://twitter.com/obioraNwachuk14/status/1590251663579021312,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
246,1590251540757061632,1590251351916703744,1667980487000.0,2022-11-09 08:54:47,+0100,,eco bank  aluko abosede r  boss please notice me today,en,[],[],1351500281637445632,1351500281637445632,OladejiBolade4,Aluko Abosede,3,08,https://twitter.com/OladejiBolade4/status/1590251540757061632,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
247,1590251528199471105,1590251351916703744,1667980484000.0,2022-11-09 08:54:44,+0100,,ecobank boss i do this every day hope i get credited too thanks,en,[],[],1017047384625483776,1017047384625483776,sundayppavictor,Sunday Victor,3,08,https://twitter.com/sundayppavictor/status/1590251528199471105,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
248,1590251478907645952,1590251351916703744,1667980472000.0,2022-11-09 08:54:32,+0100,,eco bank please sir  help me,en,[],[],1589715095172661248,1589715095172661248,ThankgodSt,ThankGod St Pius,3,08,https://twitter.com/ThankgodSt/status/1590251478907645952,[],[],0,,False,1,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
249,1590251181539880961,1590247537642213376,1667980401000.0,2022-11-09 08:53:21,+0100,,access bank  eco bank  uba bank,en,[],[],106998547,106998547,malvind033,Denilson loki,3,08,https://twitter.com/malvind033/status/1590251181539880961,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'YommySZN', 'name': 'YomYom ❤️🦅', 'id': '1495659650578063362'}]",,,,,Eco Bank
252,1590250555297116160,1590248929953984512,1667980252000.0,2022-11-09 08:50:52,+0100,,ecobank okoh emenike henry,en,[],[],1123936755508568068,1123936755508568068,HenryOkoh12,Henry Okoh,3,08,https://twitter.com/HenryOkoh12/status/1590250555297116160,[],['https://pbs.twimg.com/media/FhG0cm_XoAA8c8e.jpg'],1,https://pbs.twimg.com/media/FhG0cm_XoAA8c8e.jpg,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Eco Bank
254,1590250396634992641,1590237757850329088,1667980214000.0,2022-11-09 08:50:14,+0100,,sir consider me please   make i cook food today abeg   eco bank,en,[],[],1589715095172661248,1589715095172661248,ThankgodSt,ThankGod St Pius,3,08,https://twitter.com/ThankgodSt/status/1590250396634992641,[],[],0,,False,1,0,0,,eco bank,,,,,,,"[{'screen_name': 'JE4460', 'name': 'Anxiety Tweets ✪', 'id': '1472498896605749249'}]",,,,,Eco Bank
256,1590250040593100802,1589875545403428865,1667980129000.0,2022-11-09 08:48:49,+0100,,sportingking   ecobank dazz all,en,[],[],1307394422431272962,1307394422431272962,BanksBullish,Bullish Banks,3,08,https://twitter.com/BanksBullish/status/1590250040593100802,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Eco Bank
257,1590249941557207041,1590245399872569344,1667980106000.0,2022-11-09 08:48:26,+0100,,breakfast ooo my leg fast   eco bank,en,[],[],1589715095172661248,1589715095172661248,ThankgodSt,ThankGod St Pius,3,08,https://twitter.com/ThankgodSt/status/1590249941557207041,[],[],0,,False,0,0,0,,eco bank,,,,,,,"[{'screen_name': 'debornair99', 'name': 'Dee👨🏾\u200d💻', 'id': '3362807435'}]",,,,,Eco Bank
