,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
417,2022-11-08 23:09:09,gabriel aondona ecobank   i know this is super late but ill appreciate your assistance sir god bless you immensely for your support and generosity amen,0,Eco Bank,0.8166666666666667,-0.11666666666666667,Negative
418,2022-11-08 23:07:13,boss i know it not easy but pls sir acknowledge me pls  eco bank husaina kabir,0,Eco Bank,0.8333333333333334,-0.21666666666666667,Negative
419,2022-11-08 23:07:06,ecobank godll continue to bless you boss,0,Eco Bank,0.0,0.0,Neutral
420,2022-11-08 23:06:44,eco bank husaina kabir pls sir ill be helping mama with it pls,0,Eco Bank,1.0,-0.5,Negative
421,2022-11-08 23:06:06,ecobank michael igierobo thanks in anticipation,0,Eco Bank,0.2,0.2,Positive
422,2022-11-08 23:04:48,herh ecobank my chest,1,Eco Bank,0.0,0.0,Neutral
424,2022-11-08 23:03:48,ecobank  please  god bless you,0,Eco Bank,0.0,0.0,Neutral
425,2022-11-08 23:03:16,hello  kindly be informed you have been engaged via dm thank you,0,Eco Bank,0.9,0.6,Positive
427,2022-11-08 22:58:59,eco bank thanks,0,Eco Bank,0.2,0.2,Positive
428,2022-11-08 22:58:15,hello  yes please,0,Eco Bank,0.0,0.0,Neutral
429,2022-11-08 22:47:57,need k for my rent  andrew onyebuchi mogbolu ecobank,0,Eco Bank,0.0,0.0,Neutral
431,2022-11-08 22:45:56,eco bank   i really appreciate,0,Eco Bank,0.2,0.2,Positive
432,2022-11-08 22:40:05,following   live on space  eco bank,2,Eco Bank,0.3,0.06818181818181818,Positive
438,2022-11-08 22:22:43,ecobank dear lord i had to run for life,0,Eco Bank,0.0,0.0,Neutral
439,2022-11-08 22:22:13,quick to point at ecobank and you leaving out the real culprits  ego over we all,1,Eco Bank,0.4,0.26666666666666666,Positive
440,2022-11-08 22:21:10,eco bank god bless,0,Eco Bank,0.0,0.0,Neutral
441,2022-11-08 22:18:51,ecobank olamide,1,Eco Bank,0.0,0.0,Neutral
442,2022-11-08 22:16:02,really  god when    eco bank  olutayo julius,0,Eco Bank,0.2,0.2,Positive
443,2022-11-08 22:12:50,hello  kindly be informed the monthly limit for the xpress account is ghs thank you,0,Eco Bank,0.9,0.6,Positive
444,2022-11-08 22:11:50,the last thing i want to hear about is ecobank edc,2,Eco Bank,0.06666666666666667,0.0,Neutral
446,2022-11-08 22:07:10,eco bank oliseyenum endurance  thank you sir this is my first time,0,Eco Bank,0.3333333333333333,0.25,Positive
447,2022-11-08 22:06:10,eco bank  please add me,0,Eco Bank,0.0,0.0,Neutral
449,2022-11-08 22:02:32,even if its not up to that amount it will do a lot   ecobank  notification on,0,Eco Bank,0.0,0.0,Neutral
450,2022-11-08 22:02:29,zenith access and ecobank no even send me happy birthday message na fcmb wey i don vex commot all my money remember me na wa o,0,Eco Bank,1.0,0.8,Positive
451,2022-11-08 22:02:01,ecobank not to   is the clueless and reckless nana addo government policiesremember the liar nana addo told ghanaians there will be no haircut,1,Eco Bank,0.0,0.0,Neutral
452,2022-11-08 22:01:25,submission spotlight  key bank roundhouse buffalo heritage carousel   photo credit,0,Eco Bank,1.0,0.0,Neutral
453,2022-11-08 21:59:59,it seems no bank i repeat no bank is useful they are all useless      and every other banks that exist in nigeria im just tired,0,Eco Bank,0.31875,-0.18125000000000002,Negative
454,2022-11-08 21:57:53,when  was recklessly borrowing using to it hired private jet and chopping serwaa broni in the airwhere do you think he was going to get the money to payback thses loans ecobank has done nothing wrong but poor governance,6,Eco Bank,0.625,-0.3,Negative
456,2022-11-08 21:54:33,my will  i am leaving my first girlfriend chioma to my best friend bayo  the bicycle i us for exercise should be given to my landlord  give my phone to my younger brother the password is   my ecobank atm to my sister the password is   i am still writing,2,Eco Bank,0.2111111111111111,0.4166666666666667,Positive
457,2022-11-08 21:50:50,go to  i can assure you that the service is top notch speaking from experience,2,Eco Bank,0.5,0.5,Positive
460,2022-11-08 21:42:58,fortunately have been getting messages from  lately to come reactivate my account i hope stanbic will realise their mistakes one day,0,Eco Bank,0.6499999999999999,0.05000000000000002,Positive
461,2022-11-08 21:42:56,only god knows how many persons i convinced to bank with  my pension is with the bank but i think it is time to move on i detest completely the kind of treatment im getting from the bank time to go to  and,0,Eco Bank,0.7,0.3,Positive
462,2022-11-08 21:42:15,eco bank,0,Eco Bank,0.0,0.0,Neutral
464,2022-11-08 21:39:30,ecobank daminabo joy thanks so much sir god bless you as u remember me and my son,1,Eco Bank,0.20000000000000004,0.39999999999999997,Positive
467,2022-11-08 21:37:22,eco bank,0,Eco Bank,0.0,0.0,Neutral
468,2022-11-08 21:34:27,it a programmable magic internet  thing viewed through the lens of scotus alice vs cls bank alice in wonderland ruling claims may not direct towards abstract ideas banks amp tech firms are forming teams to establish foundation    technology ip patent law claims,0,Eco Bank,0.7,0.225,Positive
469,2022-11-08 21:33:57,it a programmable magic internet  thing viewed through the lens of scotus alice vs cls bank alice in wonderland ruling claims may not direct towards abstract ideas banks amp tech firms are forming teams to establish foundation    technology ip patent law claims,0,Eco Bank,0.7,0.225,Positive
470,2022-11-08 21:33:02,these were not the rules when we  signed up for ecobank edc,477,Eco Bank,0.0,0.0,Neutral
471,2022-11-08 21:32:44,ecobank edc investment really scammed a lot of their subscribers   amp  sorry wai,2,Eco Bank,0.6,-0.15,Negative
472,2022-11-08 21:32:09,ecobank paul sunday,0,Eco Bank,0.0,0.0,Neutral
474,2022-11-08 21:28:36,ecobank edc,137,Eco Bank,0.0,0.0,Neutral
475,2022-11-08 21:25:38,i want to buy hnd form in poly nekede and i didnt payoff my  nd school fees which is d main reason i have not gone back to school    eco bank  i really need to go back to school god knows what im saying is true,0,Eco Bank,0.23666666666666666,0.14333333333333334,Positive
478,2022-11-08 21:07:42,it time sir see me here oopls i wish u see me today oo  i have never win since i started following for months now  i wish u see me today oo my rent pls  i know am late but i was not having data pls show me love sir   eco bank  adie blessing abiokwen,0,Eco Bank,0.42500000000000004,-0.04999999999999999,Negative
479,2022-11-08 21:03:19,abeg  god make e b me oo make i go pay my school fees   eco bank,0,Eco Bank,0.0,0.0,Neutral
481,2022-11-08 20:58:59,person send for me k i come dey see balance  where the remaining dey reach today,0,Eco Bank,0.0,0.0,Neutral
482,2022-11-08 20:57:37,pls i want to ask what the daily transaction limit of ecobank express account note i just created my account from the mobile app and am yet to upgrade my account,0,Eco Bank,0.0,0.0,Neutral
483,2022-11-08 20:43:50,pick me ooo   ecobank chioma peace god bless you,1,Eco Bank,0.0,0.0,Neutral
484,2022-11-08 20:40:48,boss please any amounti go manage am too   ecobank,0,Eco Bank,0.0,0.0,Neutral
486,2022-11-08 20:33:05,more blessings    ecobank  chukwu chineme  thanks,0,Eco Bank,0.35,0.35,Positive
488,2022-11-08 20:22:47,okay good just i like to know if that loan is enough to construct the house other details maybe it better to come to any branch of ecobank i think  thank you for your support,0,Eco Bank,0.495,0.315,Positive
489,2022-11-08 20:15:51,its a national problemits not limited to ecobank put your paper investments on hold till the storm is over better still find business or land to invest your money into,21,Eco Bank,0.3214285714285714,0.26785714285714285,Positive
491,2022-11-08 20:12:11,if it pleases you sir kindly bless me this night ecobank  adieze obinna  god unlimited blessings to you,0,Eco Bank,0.9,0.6,Positive
492,2022-11-08 20:08:50,eii pls make u ppl enlighten us on the ecobank edc investment,1,Eco Bank,0.0,0.0,Neutral
493,2022-11-08 20:08:24,eco bank,0,Eco Bank,0.0,0.0,Neutral
495,2022-11-08 19:58:17,ecobank    please sir,0,Eco Bank,0.0,0.0,Neutral
496,2022-11-08 19:57:53,remember in yur kingdom baba  eco bank make chop better too,0,Eco Bank,0.5,0.5,Positive
497,2022-11-08 19:56:46,eco bank ill really appreciate,0,Eco Bank,0.6,-0.15,Negative
498,2022-11-08 19:56:44,i will use is to pay my rent due cux my land lord has been on my neck since last month please if you do this i pray god will grant you  andrew onyebuchi mogbolu ecobank,1,Eco Bank,0.22083333333333333,-0.0625,Negative
500,2022-11-08 19:55:15,bro please nah i have been here since morning  andrew onyebuchi mogbolu ecobank god grant your heart desires,0,Eco Bank,0.0,0.0,Neutral
501,2022-11-08 19:54:49,ecobank  sunday victor boss this will settle my house rent,0,Eco Bank,0.0,0.0,Neutral
502,2022-11-08 19:54:43,ecobank abeg make i believe i need to pay my semester fee help,0,Eco Bank,0.0,0.0,Neutral
504,2022-11-08 19:53:14,ive really regretted joining ecobank edc investment policy,2637,Eco Bank,0.2,0.2,Positive
505,2022-11-08 19:53:07,it like the problem is perculiar to eco bank even me never receive,0,Eco Bank,0.0,0.0,Neutral
506,2022-11-08 19:51:18,i think one day god will see me through  andrew onyebuchi mogbolu ecobank,0,Eco Bank,0.0,0.0,Neutral
507,2022-11-08 19:50:47,pls add my number in ur whatsapp group my name is gurpreet singh mobile no  from punjab bayer eco village  unit no  but till date no refund no possesion even bank india bull harassed me for emiwant to esclate the matter ur people suport and name list required,0,Eco Bank,0.0,0.0,Neutral
508,2022-11-08 19:50:23,when in doubt or feel insecure call the ecobank contact centre on     tollfree,10,Eco Bank,0.875,-0.5,Negative
509,2022-11-08 19:44:22,barbara ndu u eco bank thanks boss more wins sir,0,Eco Bank,0.3,0.3333333333333333,Positive
510,2022-11-08 19:40:57,the vintrak pilot leverages mobi fssc standards many thanks to these orgs for their contributions to fssc over the years      bmw bank cevt connections insights coop financial services  de consulting,6,Eco Bank,0.2333333333333333,0.2333333333333333,Positive
513,2022-11-08 19:33:51,ecobank olamide  bless me boss to buy food stuff,1,Eco Bank,0.0,0.0,Neutral
0,2022-11-09 13:20:34,in november we recognize and celebration the significant contributions and history of the first americans learn more at,0,First Bank,0.5694444444444444,0.375,Positive
1,2022-11-09 13:20:26,abeg pity me u never credited me once not just u i never win giveaway before  first bank,0,First Bank,0.3111111111111111,-0.08333333333333333,Negative
2,2022-11-09 13:20:16,been hereee for a while   firstbank kingsley,0,First Bank,0.0,0.0,Neutral
3,2022-11-09 13:19:41,buhari congratulates first bank on  years of cross border banking in uk,0,First Bank,0.16666666666666666,0.125,Positive
4,2022-11-09 13:18:32,stake nba tonight  first bank  olorunsola ayodeji samson,0,First Bank,0.3333333333333333,0.25,Positive
5,2022-11-09 13:18:30,k is enough  first bank ijadairo temitope,0,First Bank,0.41666666666666663,0.125,Positive
7,2022-11-09 13:18:17,first bank,0,First Bank,0.3333333333333333,0.25,Positive
8,2022-11-09 13:16:58,first bank ore richard tolu,0,First Bank,0.3333333333333333,0.25,Positive
9,2022-11-09 13:16:54,i will buy foodstuffs and save for transport to work  first bank,0,First Bank,0.3333333333333333,0.25,Positive
10,2022-11-09 13:16:36,obidike grateful first bank,0,First Bank,0.3333333333333333,0.25,Positive
11,2022-11-09 13:16:06,emmanuel ozioma benedict firstbank,0,First Bank,0.0,0.0,Neutral
12,2022-11-09 13:15:40,okay thanks dearfirstbank,0,First Bank,0.35,0.35,Positive
13,2022-11-09 13:15:14,first bank ijadairo temitope,0,First Bank,0.3333333333333333,0.25,Positive
14,2022-11-09 13:15:03,boss i no say  day e go reach me      first bank,0,First Bank,0.3333333333333333,0.25,Positive
15,2022-11-09 13:15:03,sportingking  first bank  audu peter,0,First Bank,0.3333333333333333,0.25,Positive
16,2022-11-09 13:14:15,following   first bank  thank you,0,First Bank,0.21666666666666667,0.125,Positive
17,2022-11-09 13:13:51,help me boss i want to pay my sister waec fee  first bank ijadairo temitope,0,First Bank,0.3333333333333333,0.25,Positive
18,2022-11-09 13:13:35,hi  our sincere apologies for this experience you are at the heart of our business we will continue to provide you with premium service,3,First Bank,0.5,0.5,Positive
19,2022-11-09 13:12:53,adesina joel oluwaseyi  first bank,0,First Bank,0.3333333333333333,0.25,Positive
20,2022-11-09 13:12:17,following since   joined your telegram since    first bank moses  more boom,0,First Bank,0.3111111111111111,0.25,Positive
21,2022-11-09 13:12:15,bro nah food stuff i go use han buy pls dont let hungry kill me i beg you bro help me  first bank  adebola adeyemi olawale,0,First Bank,0.3333333333333333,0.25,Positive
22,2022-11-09 13:12:00,first bank ijadairo temitope,0,First Bank,0.3333333333333333,0.25,Positive
23,2022-11-09 13:11:38,first bank  thank you,0,First Bank,0.3333333333333333,0.25,Positive
24,2022-11-09 13:10:49,make i try my luck   first bank obadun ibrahim  sportingking,0,First Bank,0.3333333333333333,0.25,Positive
25,2022-11-09 13:10:26,hi  kindly check your dm for our response,0,First Bank,0.9,0.6,Positive
27,2022-11-09 13:09:56,first bank,0,First Bank,0.3333333333333333,0.25,Positive
29,2022-11-09 13:09:13,first bank sunday endurance please pick me boss please,0,First Bank,0.3333333333333333,0.25,Positive
30,2022-11-09 13:09:04,first bank name  abdulsalam ibrahim   thanks,0,First Bank,0.26666666666666666,0.225,Positive
32,2022-11-09 13:07:40,hello  we apologize for the inconvenience caused please be advised that the error message encountered is network related kindly reattempt,1,First Bank,0.65,0.3,Positive
34,2022-11-09 13:07:10,sir  first bank erikefe salomi hope nobody pick my number o,0,First Bank,0.3333333333333333,0.25,Positive
36,2022-11-09 13:06:23,hi   we empathize with you on the issue raised please state the exact error message encountered to enable us advise,2,First Bank,0.25,0.25,Positive
38,2022-11-09 13:06:09,first bank ohaeri chinagorom,0,First Bank,0.3333333333333333,0.25,Positive
39,2022-11-09 13:05:50,hello  please check your dm for our response,0,First Bank,0.0,0.0,Neutral
40,2022-11-09 13:05:49,first bank thanks boss,0,First Bank,0.26666666666666666,0.225,Positive
41,2022-11-09 13:05:39,okorie joy first bank,0,First Bank,0.26666666666666666,0.525,Positive
42,2022-11-09 13:04:37,okike sunday chigozie  first bank,0,First Bank,0.3333333333333333,0.25,Positive
43,2022-11-09 13:04:10,first bank,0,First Bank,0.3333333333333333,0.25,Positive
44,2022-11-09 13:04:08,hi  we sincerely apologize for any inconvenience caused kindly provide your account number via dm amount and date of debit to enable us review and advise,2,First Bank,0.7,0.55,Positive
45,2022-11-09 13:03:50,come and creat your account in afriland first bank buea you say no now see,0,First Bank,0.3333333333333333,0.25,Positive
46,2022-11-09 13:02:57,first bank thank you boss,0,First Bank,0.3333333333333333,0.25,Positive
47,2022-11-09 13:02:54,sportingking first bank  please i the money,0,First Bank,0.3333333333333333,0.25,Positive
49,2022-11-09 13:01:57,bamidele akeem  firstbank,0,First Bank,0.0,0.0,Neutral
50,2022-11-09 13:01:37,buy data  first bank,0,First Bank,0.3333333333333333,0.25,Positive
51,2022-11-09 13:01:35,first bank long live sportingking god bless,0,First Bank,0.41111111111111115,0.11212121212121212,Positive
53,2022-11-09 13:00:32,hello  we empathize with you on the issue raised please state the exact error message encountered to enable us advise,2,First Bank,0.25,0.25,Positive
54,2022-11-09 12:59:30,sportingking  first bank remember me oh lord,0,First Bank,0.3333333333333333,0.25,Positive
55,2022-11-09 12:57:55,first bank olorunshola,0,First Bank,0.3333333333333333,0.25,Positive
57,2022-11-09 12:56:59,first bank,0,First Bank,0.3333333333333333,0.25,Positive
58,2022-11-09 12:55:48,first bank,0,First Bank,0.3333333333333333,0.25,Positive
59,2022-11-09 12:55:28,first bank thanks boss with this it will go along way for my final year project in school,0,First Bank,0.5111111111111111,0.15,Positive
61,2022-11-09 12:54:53,hi  we sincerely apologize for any inconvenience caused kindly provide your account number via dm to enable us engage them,0,First Bank,0.7,0.55,Positive
62,2022-11-09 12:54:36,boss your guy dey here o oshamo segun first bank plc,0,First Bank,0.3333333333333333,0.25,Positive
63,2022-11-09 12:53:35,hello  kindly exercise patience while we respond to your message via our dm we sincerely apologize for every inconvenience caused,1,First Bank,0.7,0.55,Positive
64,2022-11-09 12:53:24,i am still there unattended to after hours yesterday they had no networktoday i have to spend my whole day here it is first bank central area abuja,1,First Bank,0.3277777777777778,0.15,Positive
65,2022-11-09 12:52:52,first bank,0,First Bank,0.3333333333333333,0.25,Positive
67,2022-11-09 12:51:44,hi  our sincere apologies for this experience you are at the heart of our business we will address this and continue to provide you with premium service kindly provide your account number and the exact branch visited via dm to enable us engage them,1,First Bank,0.5499999999999999,0.45,Positive
68,2022-11-09 12:50:15,pls im a graphics designer i need to get a new laptop and a digital camera pls this would really go a long way     keji abayomi  first bank,0,First Bank,0.29696969696969694,0.08409090909090909,Positive
69,2022-11-09 12:50:03,sportingking   first bank,0,First Bank,0.3333333333333333,0.25,Positive
70,2022-11-09 12:50:00,sportingking first bank,0,First Bank,0.3333333333333333,0.25,Positive
71,2022-11-09 12:49:35,first bank,0,First Bank,0.3333333333333333,0.25,Positive
73,2022-11-09 12:49:22,first bank queen elliot may god continue bless you,0,First Bank,0.3333333333333333,0.25,Positive
74,2022-11-09 12:49:18,sportingking sportingking   firstbank,0,First Bank,0.0,0.0,Neutral
75,2022-11-09 12:48:37,first bank,0,First Bank,0.3333333333333333,0.25,Positive
76,2022-11-09 12:48:18,firstbank  thank you,0,First Bank,0.0,0.0,Neutral
78,2022-11-09 12:48:02,sportingking   first bank,0,First Bank,0.3333333333333333,0.25,Positive
80,2022-11-09 12:46:39,first bank,0,First Bank,0.3333333333333333,0.25,Positive
82,2022-11-09 12:46:06,first bank rufus,0,First Bank,0.3333333333333333,0.25,Positive
84,2022-11-09 12:46:02,first bank godswill essien,0,First Bank,0.3333333333333333,0.25,Positive
85,2022-11-09 12:46:00,sportingking   first bank,0,First Bank,0.3333333333333333,0.25,Positive
86,2022-11-09 12:45:44,first bank,1,First Bank,0.3333333333333333,0.25,Positive
89,2022-11-09 12:44:59,hello  please check your dm for our response,0,First Bank,0.0,0.0,Neutral
90,2022-11-09 12:43:43,first bankonwe chidi maxwell thank you my boss,0,First Bank,0.3333333333333333,0.25,Positive
91,2022-11-09 12:43:09,keji abayomi first bank boss make i tap from ur grace,0,First Bank,0.3333333333333333,0.25,Positive
92,2022-11-09 12:43:01,first bank thanks and god bless,0,First Bank,0.26666666666666666,0.225,Positive
94,2022-11-09 12:42:00,is proud to be the bank of the unbanked as we had opened the first bank accounts for over  of our customers in addition we provide quick easy and simple access to financial services for the unbanked and micro businesses in rural and periurban communities,1,First Bank,0.43197278911564624,0.25952380952380955,Positive
95,2022-11-09 12:41:29,first bank,0,First Bank,0.3333333333333333,0.25,Positive
96,2022-11-09 12:41:28,first bank  martins  grace has finally found me,0,First Bank,0.6666666666666666,0.125,Positive
98,2022-11-09 12:40:45,bros i need urgent k abeg help me out  first bank onome thanks,0,First Bank,0.26666666666666666,0.225,Positive
100,2022-11-09 12:39:33,i be your number  fan bro help me with anything make i see food chop   firstbank kamaldeen,0,First Bank,0.0,0.0,Neutral
102,2022-11-09 12:39:07,lagos consultant life savings disappeared from his first bank account now his family is homeless,1,First Bank,0.3333333333333333,0.25,Positive
103,2022-11-09 12:39:02,sportingking    firstbank,0,First Bank,0.0,0.0,Neutral
105,2022-11-09 12:38:09,sportingking  first bank,0,First Bank,0.3333333333333333,0.25,Positive
107,2022-11-09 12:37:12,sporting king sporting king sporting kingpls no forget me oooo joseph osuji  first bankgracias,0,First Bank,0.3333333333333333,0.25,Positive
108,2022-11-09 12:37:03,bakare ibrahim kolawole   first bank god bless you more,0,First Bank,0.41666666666666663,0.375,Positive
109,2022-11-09 12:36:58,sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king   first bank,0,First Bank,0.3333333333333333,0.25,Positive
111,2022-11-09 12:35:48,first bank,1,First Bank,0.3333333333333333,0.25,Positive
112,2022-11-09 12:35:44,sportingking  first bank,0,First Bank,0.3333333333333333,0.25,Positive
114,2022-11-09 12:35:41,kindly help me get the noc for pay me later from idfc first bank as amount due is already paid,0,First Bank,0.40208333333333335,0.18125,Positive
115,2022-11-09 12:35:24,sporty king sporty king   first bank shaibu andy,0,First Bank,0.3333333333333333,0.25,Positive
118,2022-11-09 12:33:47,first bank  thank you,0,First Bank,0.3333333333333333,0.25,Positive
119,2022-11-09 12:33:29,sportingking   first bank godswill,0,First Bank,0.3333333333333333,0.25,Positive
120,2022-11-09 12:33:17,sunday ruth first bank god bless you sir,0,First Bank,0.3333333333333333,0.25,Positive
121,2022-11-09 12:32:27,i have been a loyal follower through thick and thin i beg make i benefit from your wealth even if   na token  first bank,0,First Bank,0.6229166666666667,-0.029166666666666688,Negative
122,2022-11-09 12:32:13,sir please help me im a student and im finding it difficult to feed sir please any amount will be appreciated god bless you sir  sunday ruth first bank,0,First Bank,0.4777777777777778,-0.016666666666666663,Negative
123,2022-11-09 12:32:05,hello  we sincerely apologize for any inconvenience caused kindly provide your account number amount and senders details via dm to enable us advise you,1,First Bank,0.7,0.55,Positive
124,2022-11-09 12:31:58,sir am waiting for d alert sir ac nameeze franklin ndubisi     first bank thanks,0,First Bank,0.26666666666666666,0.225,Positive
125,2022-11-09 12:31:50,lagos consultant life savings disappeared from his first bank account now his family is homeless,5,First Bank,0.3333333333333333,0.25,Positive
127,2022-11-09 12:31:10,hi  our sincere apologies for this experience you are at the heart of our business we will address this and continue to provide you with premium service kindly provide your account number via dm to enable us engage them,0,First Bank,0.7,0.55,Positive
128,2022-11-09 12:31:08,okike sunday chigozie  first bank remain bless,0,First Bank,0.3333333333333333,0.25,Positive
129,2022-11-09 12:31:05,first bank aminu moshood,0,First Bank,0.3333333333333333,0.25,Positive
130,2022-11-09 12:30:57,joseph lordman peter  first bank,0,First Bank,0.3333333333333333,0.25,Positive
131,2022-11-09 12:29:32,sir am a final year student i need to do some registration before it will be too late and get foodstuffs too am very broke sir abeg  first bank,0,First Bank,0.5583333333333333,0.037500000000000006,Positive
134,2022-11-09 12:28:22,hope jennifer first bank  pls sir help me im a student,0,First Bank,0.3333333333333333,0.25,Positive
135,2022-11-09 12:28:20,abuder samuel  first bank,0,First Bank,0.3333333333333333,0.25,Positive
138,2022-11-09 12:28:03,hello   payment was made into my first bank account last night and up till this moment the money is yet to reflect in my account the sender bank claims the transaction was successful and advised i contact my bank abeg ki lon sup,0,First Bank,0.44999999999999996,0.3333333333333333,Positive
139,2022-11-09 12:27:58,account number account name chidimma augustina madu first bank,0,First Bank,0.3333333333333333,0.25,Positive
140,2022-11-09 12:26:22,sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king    na beg i dey beg o i pray luck find me today ooo   first bank adesanya yemisi,0,First Bank,0.3333333333333333,0.25,Positive
141,2022-11-09 12:26:21,good day already tweeted   odumosu vincent    first bank,0,First Bank,0.4666666666666667,0.475,Positive
142,2022-11-09 12:26:15,first bank,0,First Bank,0.3333333333333333,0.25,Positive
143,2022-11-09 12:26:03,sportingking     onotu chukwudi  first bank,0,First Bank,0.3333333333333333,0.25,Positive
144,2022-11-09 12:25:54,first bank,0,First Bank,0.3333333333333333,0.25,Positive
145,2022-11-09 12:25:27,first bank,0,First Bank,0.3333333333333333,0.25,Positive
146,2022-11-09 12:23:42,hi  we sincerely apologize for any inconvenience caused kindly provide your account number via dm to enable us advise,0,First Bank,0.7,0.55,Positive
147,2022-11-09 12:23:32,firstbank boss,0,First Bank,0.0,0.0,Neutral
148,2022-11-09 12:23:22,yes first bank fast tracking,0,First Bank,0.4666666666666667,0.225,Positive
149,2022-11-09 12:23:06,rhoda durojaiye first bank,0,First Bank,0.3333333333333333,0.25,Positive
151,2022-11-09 12:22:38,boas     first bank help a widowplz i got kids not too easy,0,First Bank,0.5833333333333334,0.3416666666666667,Positive
152,2022-11-09 12:22:35,first bank,0,First Bank,0.3333333333333333,0.25,Positive
153,2022-11-09 12:22:11,sporting king sporting king sporting king  first bank,1,First Bank,0.3333333333333333,0.25,Positive
154,2022-11-09 12:22:02,first bank,0,First Bank,0.3333333333333333,0.25,Positive
155,2022-11-09 12:21:28,first bank olusoga sunkanmi oyindamola i have never been credited as this is my first time of dropping my account details i really hope this would be my first time of being credited too,0,First Bank,0.3,0.2375,Positive
156,2022-11-09 12:21:18,abruthe egba  first bank,0,First Bank,0.3333333333333333,0.25,Positive
157,2022-11-09 12:21:11,first bank bunu abubakar need,0,First Bank,0.3333333333333333,0.25,Positive
158,2022-11-09 12:20:43,first bank  benjamin emmanuel eteng thank you boss,0,First Bank,0.3333333333333333,0.25,Positive
159,2022-11-09 12:20:29,first bank  oyelola olalekan stay blessed,0,First Bank,0.3333333333333333,0.25,Positive
160,2022-11-09 12:20:13,first bank john grace parah,0,First Bank,0.3333333333333333,0.25,Positive
161,2022-11-09 12:20:05,first bank is running a sham because why cant i withdraw my money,1,First Bank,0.31666666666666665,0.024999999999999994,Positive
162,2022-11-09 12:19:38,abruthe egba  first bank,0,First Bank,0.3333333333333333,0.25,Positive
164,2022-11-09 12:19:24,firstbank,0,First Bank,0.0,0.0,Neutral
165,2022-11-09 12:19:16,sportingking you are the goat first bank thank you boss,0,First Bank,0.3333333333333333,0.25,Positive
166,2022-11-09 12:19:01,first bank katfa tabitha,0,First Bank,0.3333333333333333,0.25,Positive
167,2022-11-09 12:18:44,doings  first bank   god bless and more wins bro,0,First Bank,0.3444444444444444,0.35000000000000003,Positive
168,2022-11-09 12:18:26,haha i remember getting one of these from halifax bank when my dad opened my first bank accountwow flashback fm,2,First Bank,0.31666666666666665,0.225,Positive
169,2022-11-09 12:18:25,man of the day  doing it king ways    firstbank,0,First Bank,0.0,0.0,Neutral
170,2022-11-09 12:18:16,please sir count me lucky friday ameh firstbank,0,First Bank,0.8333333333333334,0.3333333333333333,Positive
171,2022-11-09 12:18:07,first bank,0,First Bank,0.3333333333333333,0.25,Positive
172,2022-11-09 12:17:20,francis nguwasen judith first bank,0,First Bank,0.3333333333333333,0.25,Positive
173,2022-11-09 12:17:18,i pray it reaches my turn  isaac anthony first bank,0,First Bank,0.3333333333333333,0.25,Positive
175,2022-11-09 12:17:00,first bank,0,First Bank,0.3333333333333333,0.25,Positive
176,2022-11-09 12:16:33,sportingking sportingking i pray i get credited been on this for a long time the money will help alot    first bank,0,First Bank,0.3666666666666667,0.1,Positive
177,2022-11-09 12:16:22,i no dey ever get luck for things like this   but sha let give it a try  sportingking   first bank,0,First Bank,0.3333333333333333,0.25,Positive
178,2022-11-09 12:15:55,first bank,0,First Bank,0.3333333333333333,0.25,Positive
179,2022-11-09 12:15:34,mathias oluchi gift  first bank,0,First Bank,0.3333333333333333,0.25,Positive
180,2022-11-09 12:15:24,flipkart and idfc first bank are fraud,0,First Bank,0.3333333333333333,0.25,Positive
181,2022-11-09 12:15:16,first bank thanks boss,0,First Bank,0.26666666666666666,0.225,Positive
183,2022-11-09 12:14:59,sportybet sportingking   firstbank shittu abdulrahmon,0,First Bank,0.0,0.0,Neutral
184,2022-11-09 12:14:49,first bank,0,First Bank,0.3333333333333333,0.25,Positive
187,2022-11-09 12:14:14,i pray i get credited today been on this for a long time but never got lucky  the money will help alot    first bank marvellous lukas,0,First Bank,0.5222222222222223,0.17777777777777778,Positive
188,2022-11-09 12:14:03,first bank,0,First Bank,0.3333333333333333,0.25,Positive
189,2022-11-09 12:13:48,i pray i get credited today been on this for a long time but never got lucky     first bank marvellous lukas,0,First Bank,0.5222222222222223,0.17777777777777778,Positive
190,2022-11-09 12:12:54,sportingking  first bank,0,First Bank,0.3333333333333333,0.25,Positive
191,2022-11-09 12:12:26,first bank badmus,0,First Bank,0.3333333333333333,0.25,Positive
193,2022-11-09 12:12:01,first bank ganiu damilola,0,First Bank,0.3333333333333333,0.25,Positive
194,2022-11-09 12:12:00,hi  we sincerely apologize for any inconvenience caused kindly provide your account number via dm to enable us advise,3,First Bank,0.7,0.55,Positive
196,2022-11-09 12:11:03,first bank sadiku wale,0,First Bank,0.3333333333333333,0.25,Positive
197,2022-11-09 12:10:43,first bank,0,First Bank,0.3333333333333333,0.25,Positive
198,2022-11-09 12:10:36,tell them to transfer all the money you have with them to my first bank   zenith dont put their customers first,0,First Bank,0.3333333333333333,0.25,Positive
199,2022-11-09 12:10:34,hello  kindly exercise patience while we respond to your message via our dm we sincerely apologize for every inconvenience caused,1,First Bank,0.7,0.55,Positive
